352, 16, 16, 168
353, 15, 119, 130
354, 15, 119, 130
355, 26, 26, 119
356, 46, 46, 119
357, 34, 94, 139
358, 26, 26, 26
359, 46, 105, 154
360, 23, 23, 140
361, 39, 115, 141
362, 39, 115, 141
363, 47, 115, 12
364, 47, 115, 12
365, 47, 115, 12
366, 75, 75, 155
367, 33, 33, 41
368, 33, 33, 93
369, 33, 69, 5
370, 33, 33, 93
371, 69, 69, 125
372, 69, 69, 142
373, 22, 22, 153
374, 29, 29, 135
375, 29, 29, 135
376, 29, 29, 135
377, 29, 29, 5
378, 29, 29, 115
379, 29, 29, 135
380, 26, 26, 26
381, 26, 26, 26
382, 2, 2, 2
383, 70, 70, 70
384, 76, 76, 76
385, 32, 32, 32
386, 46, 46, 46
387, 65, 65, 75
388, 65, 65, 75
389, 65, 65, 75
390, 66, 66, 89
391, 66, 66, 89
392, 66, 66, 89
393, 67, 67, 128
394, 67, 67, 128
395, 67, 67, 128
396, 51, 51, 120
397, 22, 22, 120
398, 22, 22, 120
399, 86, 109, 141
400, 86, 109, 141
401, 61, 61, 50
402, 68, 68, 101
403, 79, 22, 62
404, 79, 22, 62
405, 79, 22, 62
406, 30, 38, 102
407, 30, 38, 101
408, 104, 104, 125
409, 104, 104, 125
410, 5, 5, 43
411, 5, 5, 43
412, 61, 61, 142
413, 107, 107, 142
414, 68, 68, 110
415, 118, 118, 55
416, 46, 46, 127
417, 50, 53, 10
418, 33, 33, 41
419, 33, 33, 41
420, 34, 34, 34
421, 122, 122, 122
422, 60, 114, 159
423, 60, 114, 159
424, 101, 53, 92
425, 106, 84, 138
426, 106, 84, 138
427, 50, 103, 7
428, 56, 103, 7
429, 26, 26, 26
430, 15, 105, 153
431, 7, 20, 51
432, 47, 20, 128
433, 26, 26, 26
434, 1, 106, 51
435, 1, 106, 51
436, 26, 85, 134
437, 26, 85, 134
438, 5, 69, 155
439, 43, 111, 101
440, 30, 32, 132
441, 51, 77, 145
442, 46, 46, 151
443, 8, 8, 24
444, 8, 8, 24
445, 8, 8, 24
446, 53, 47, 82
447, 80, 39, 158
448, 80, 39, 154
449, 45, 45, 159
450, 45, 45, 159
451, 4, 97, 51
452, 4, 97, 51
453, 107, 87, 143
454, 107, 87, 143
455, 26, 26, 26
456, 33, 114, 41
457, 33, 114, 41
458, 33, 11, 41
459, 117, 117, 43
460, 117, 117, 43
461, 46, 46, 124
462, 42, 5, 148
463, 20, 12, 13
464, 31, 116, 120
465, 34, 102, 144
466, 78, 78, 72
467, 49, 49, 72
468, 55, 32, 105
469, 3, 110, 119
470, 102, 102, 34
471, 81, 81, 115
472, 52, 8, 90
473, 12, 81, 47
474, 91, 88, 148
475, 80, 80, 154
476, 5, 42, 159
477, 46, 46, 119
478, 81, 81, 130
479, 26, 26, 26
480, 26, 26, 26
481, 26, 26, 26
482, 26, 26, 26
483, 46, 46, 140
484, 46, 46, 140
485, 18, 18, 49
486, 112, 112, 112
487, 46, 46, 140
488, 26, 26, 26
489, 93, 93, 93
490, 93, 93, 93
491, 123, 123, 123
492, 30, 30, 30
493, 121, 121, 121
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
201, 26, 26, 26
351, 59, 59, 59
351, 59, 59, 59
351, 59, 59, 59
386, 46, 46, 46
386, 46, 46, 46
386, 46, 46, 46
412, 61, 61, 142
412, 61, 61, 142
413, 107, 107, 142
413, 107, 107, 142
414, 68, 68, 110
414, 68, 68, 110
421, 122, 122, 122
422, 60, 114, 159
423, 60, 114, 159
479, 26, 26, 26
479, 26, 26, 26
479, 26, 26, 26
479, 26, 26, 26
479, 26, 26, 26
487, 26, 26, 26
492, 32, 32, 32
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
493, 121, 121, 121
